PERSON_ID;FIRST_NAME;LAST_NAME;DISPLAY_FIRST_LAST;DISPLAY_LAST_COMMA_FIRST;DISPLAY_FI_LAST;PLAYER_SLUG;BIRTHDATE;SCHOOL;COUNTRY;LAST_AFFILIATION;HEIGHT;WEIGHT;SEASON_EXP;JERSEY;POSITION;ROSTERSTATUS;GAMES_PLAYED_CURRENT_SEASON_FLAG;TEAM_ID;TEAM_NAME;TEAM_ABBREVIATION;TEAM_CODE;TEAM_CITY;PLAYERCODE;FROM_YEAR;TO_YEAR;DLEAGUE_FLAG;NBA_FLAG;GAMES_PLAYED_FLAG;DRAFT_YEAR;DRAFT_ROUND;DRAFT_NUMBER;GREATEST_75_FLAG;clean_name;Salary
1642267;Bub;Carrington;Bub Carrington;Carrington, Bub;B. Carrington;bub-carrington;2005-07-21T00:00:00;Pittsburgh;USA;Pittsburgh/USA;06. Apr;190.0;0;8.0;Guard;Active;Y;1610612764;Wizards;WAS;wizards;Washington;carlton_carrington;2024;2024;N;Y;Y;2024;1;14;N;bubcarrington;
1642269;Devin;Carter;Devin Carter;Carter, Devin;D. Carter;devin-carter;2002-03-18T00:00:00;Providence;USA;Providence/USA;06. Feb;195.0;0;22.0;Guard;Active;Y;1610612758;Kings;SAC;kings;Sacramento;tmp_devin_carter;2024;2024;Y;Y;Y;2024;1;13;N;devincarter;
1628975;Jevon;Carter;Jevon Carter;Carter, Jevon;J. Carter;jevon-carter;1995-09-14T00:00:00;West Virginia;USA;West Virginia/USA;06. Jan;200.0;6;5.0;Guard;Active;Y;1610612741;Bulls;CHI;bulls;Chicago;jevon_carter;2018;2024;Y;Y;Y;2018;2;32;N;jevoncarter;6190476.0
1628976;Wendell;Carter Jr.;Wendell Carter Jr.;Carter Jr., Wendell;W. Carter Jr.;wendell-carter-jr;1999-04-16T00:00:00;Duke;USA;Duke/USA;06. Okt;270.0;6;34.0;Center-Forward;Active;Y;1610612753;Magic;ORL;magic;Orlando;wendell_carter_jr;2018;2024;N;Y;Y;2018;1;7;N;wendellcarterjr.;13050000.0
1630618;D.J.;Carton;D.J. Carton;Carton, D.J.;D. Carton;dj-carton;2000-08-05T00:00:00;Marquette;USA;Marquette/USA;06. Mrz;200.0;1;;Guard;Inactive;Y;0;;;;;dj_carton;2023;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;d.j.carton;
1627936;Alex;Caruso;Alex Caruso;Caruso, Alex;A. Caruso;alex-caruso;1994-02-28T00:00:00;Texas A&M;USA;Texas A&M/USA;06. Mai;186.0;7;9.0;Guard;Active;Y;1610612760;Thunder;OKC;thunder;Oklahoma City;alex_caruso;2017;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;alexcaruso;9460000.0
1642264;Stephon;Castle;Stephon Castle;Castle, Stephon;S. Castle;stephon-castle;2004-11-01T00:00:00;Connecticut;USA;Connecticut/USA;06. Jun;215.0;0;5.0;Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;stephen_castle;2024;2024;N;Y;Y;2024;1;4;N;stephoncastle;
1630658;Colin;Castleton;Colin Castleton;Castleton, Colin;C. Castleton;colin-castleton;2000-05-25T00:00:00;Florida;USA;Florida/USA;06. Okt;250.0;1;11.0;Center;Active;Y;1610612761;Raptors;TOR;raptors;Toronto;colin_castleton;2023;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;colincastleton;
1630577;Julian;Champagnie;Julian Champagnie;Champagnie, Julian;J. Champagnie;julian-champagnie;2001-06-29T00:00:00;St. John's;USA;St. John's/USA;06. Jul;217.0;2;30.0;Forward;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;julian_champagnie;2022;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;julianchampagnie;3000000.0
1630551;Justin;Champagnie;Justin Champagnie;Champagnie, Justin;J. Champagnie;justin-champagnie;2001-06-29T00:00:00;Pittsburgh;USA;Pittsburgh/USA;06. Jun;206.0;3;9.0;Guard-Forward;Active;Y;1610612764;Wizards;WAS;wizards;Washington;justin_champagnie;2021;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;justinchampagnie;
1642279;Ulrich;Chomche;Ulrich Chomche;Chomche, Ulrich;U. Chomche;ulrich-chomche;2005-12-30T00:00:00;NBA Global Academy;Cameroon;NBA Global Academy/Cameroon;06. Nov;235.0;0;22.0;Center;Active;Y;1610612761;Raptors;TOR;raptors;Toronto;ulrich_chomche;2024;2024;Y;Y;Y;2024;2;57;N;ulrichchomche;
1642353;Cam;Christie;Cam Christie;Christie, Cam;C. Christie;cam-christie;2005-07-24T00:00:00;Minnesota;USA;Minnesota/USA;06. Jun;190.0;0;12.0;Guard;Active;Y;1610612746;Clippers;LAC;clippers;LA;cam_christie;2024;2024;Y;Y;Y;2024;2;46;N;camchristie;
1631108;Max;Christie;Max Christie;Christie, Max;M. Christie;max-christie;2003-02-10T00:00:00;Michigan State;USA;Michigan State/USA;06. Mai;190.0;2;0.0;Guard;Active;Y;1610612742;Mavericks;DAL;mavericks;Dallas;max_christie;2022;2024;Y;Y;Y;2022;2;35;N;maxchristie;1719864.0
1630528;Josh;Christopher;Josh Christopher;Christopher, Josh;J. Christopher;josh-christopher;2001-12-08T00:00:00;Arizona State;USA;Arizona State/USA;06. Apr;215.0;2;8.0;Guard;Active;Y;1610612748;Heat;MIA;heat;Miami;josh_christopher;2021;2024;Y;Y;Y;2021;1;24;N;joshchristopher;2485200.0
1631321;Sidy;Cissoko;Sidy Cissoko;Cissoko, Sidy;S. Cissoko;sidy-cissoko;2004-04-02T00:00:00;NBA G League Ignite;France;NBA G League Ignite/France;06. Jun;200.0;1;25.0;Guard;Active;Y;1610612757;Trail Blazers;POR;blazers;Portland;sidy_cissoko;2022;2024;Y;Y;Y;2023;2;44;N;sidycissoko;1119563.0
1641740;Jaylen;Clark;Jaylen Clark;Clark, Jaylen;J. Clark;jaylen-clark;2001-10-13T00:00:00;UCLA;USA;UCLA/USA;06. Apr;205.0;0;22.0;Guard;Active;Y;1610612750;Timberwolves;MIN;timberwolves;Minnesota;jaylen_clark;2023;2024;Y;Y;Y;2023;2;53;N;jaylenclark;
1629634;Brandon;Clarke;Brandon Clarke;Clarke, Brandon;B. Clarke;brandon-clarke;1996-09-19T00:00:00;Gonzaga;Canada;Gonzaga/Canada;06. Aug;215.0;5;15.0;Forward;Active;Y;1610612763;Grizzlies;MEM;grizzlies;Memphis;brandon_clarke;2019;2024;N;Y;Y;2019;1;21;N;brandonclarke;12500000.0
203903;Jordan;Clarkson;Jordan Clarkson;Clarkson, Jordan;J. Clarkson;jordan-clarkson;1992-06-07T00:00:00;Missouri;USA;Missouri/USA;06. Mrz;194.0;10;0.0;Guard;Active;Y;1610612762;Jazz;UTA;jazz;Utah;jordan_clarkson;2014;2024;Y;Y;Y;2014;2;46;N;jordanclarkson;23487629.0
1629651;Nic;Claxton;Nic Claxton;Claxton, Nic;N. Claxton;nic-claxton;1999-04-17T00:00:00;Georgia;USA;Georgia/USA;06. Nov;215.0;5;33.0;Center;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;nicolas_claxton;2019;2024;Y;Y;Y;2019;2;31;N;nicclaxton;9625000.0
1642270;Donovan;Clingan;Donovan Clingan;Clingan, Donovan;D. Clingan;donovan-clingan;2004-02-23T00:00:00;Connecticut;USA;Connecticut/USA;07. Feb;280.0;0;23.0;Center;Active;Y;1610612757;Trail Blazers;POR;blazers;Portland;donovan_clingan;2024;2024;N;Y;Y;2024;1;7;N;donovanclingan;
1641730;Noah;Clowney;Noah Clowney;Clowney, Noah;N. Clowney;noah-clowney;2004-07-14T00:00:00;Alabama;USA;Alabama/USA;06. Sep;210.0;1;21.0;Forward-Center;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;noah_clowney;2023;2024;Y;Y;Y;2023;1;21;N;noahclowney;3089520.0
1629599;Amir;Coffey;Amir Coffey;Coffey, Amir;A. Coffey;amir-coffey;1997-06-17T00:00:00;Minnesota;USA;Minnesota/USA;06. Jul;210.0;5;7.0;Guard-Forward;Active;Y;1610612746;Clippers;LAC;clippers;LA;amir_coffey;2019;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;amircoffey;3666667.0
1642268;Isaiah;Collier;Isaiah Collier;Collier, Isaiah;I. Collier;isaiah-collier;2004-10-08T00:00:00;Southern California;USA;Southern California/USA;06. Mrz;210.0;0;13.0;Guard;Active;Y;1610612762;Jazz;UTA;jazz;Utah;tmp_isaiah_collier;2024;2024;Y;Y;Y;2024;1;29;N;isaiahcollier;
1628381;John;Collins;John Collins;Collins, John;J. Collins;john-collins;1997-09-23T00:00:00;Wake Forest;USA;Wake Forest/USA;06. Sep;226.0;7;20.0;Forward-Center;Active;Y;1610612762;Jazz;UTA;jazz;Utah;john_collins;2017;2024;N;Y;Y;2017;1;19;N;johncollins;25340000.0
1641879;Yuri;Collins;Yuri Collins;Collins, Yuri;Y. Collins;yuri-collins;2001-03-07T00:00:00;St. Louis;USA;St. Louis/USA;6-0;190.0;0;;Guard;Inactive;Y;0;;;;;yuri_collins;2024;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;yuricollins;
1628380;Zach;Collins;Zach Collins;Collins, Zach;Z. Collins;zach-collins;1997-11-19T00:00:00;Gonzaga;USA;Gonzaga/USA;06. Nov;250.0;6;12.0;Forward-Center;Active;Y;1610612741;Bulls;CHI;bulls;Chicago;zach_collins;2017;2024;Y;Y;Y;2017;1;10;N;zachcollins;7700000.0
201144;Mike;Conley;Mike Conley;Conley, Mike;M. Conley;mike-conley;1987-10-11T00:00:00;Ohio State;USA;Ohio State/USA;6-0;175.0;17;10.0;Guard;Active;Y;1610612750;Timberwolves;MIN;timberwolves;Minnesota;mike_conley;2007;2024;N;Y;Y;2007;1;4;N;mikeconley;24360000.0
1626192;Pat;Connaughton;Pat Connaughton;Connaughton, Pat;P. Connaughton;pat-connaughton;1993-01-06T00:00:00;Notre Dame;USA;Notre Dame/USA;06. Mai;209.0;9;24.0;Guard;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;pat_connaughton;2015;2024;N;Y;Y;2015;2;41;N;patconnaughton;9423869.0
1641731;Bilal;Coulibaly;Bilal Coulibaly;Coulibaly, Bilal;B. Coulibaly;bilal-coulibaly;2004-07-26T00:00:00;Metropolitans 92;France;Metropolitans 92/France;06. Aug;195.0;1;0.0;Guard;Active;Y;1610612764;Wizards;WAS;wizards;Washington;bilal_coulibaly;2023;2024;N;Y;Y;2023;1;7;N;bilalcoulibaly;6614280.0
1641741;Ricky;Council IV;Ricky Council IV;Council IV, Ricky;R. Council IV;ricky-council-iv;2001-08-03T00:00:00;Arkansas;USA;Arkansas/USA;06. Jun;207.0;1;14.0;Guard;Active;Y;1610612755;76ers;PHI;sixers;Philadelphia;ricky_council_iv;2023;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;rickycounciliv;
1628470;Torrey;Craig;Torrey Craig;Craig, Torrey;T. Craig;torrey-craig;1990-12-19T00:00:00;South Carolina Upstate;USA;South Carolina Upstate/USA;06. Mai;221.0;7;12.0;Forward;Active;Y;1610612738;Celtics;BOS;celtics;Boston;torrey_craig;2017;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;torreycraig;2528233.0
1642384;Isaiah;Crawford;Isaiah Crawford;Crawford, Isaiah;I. Crawford;isaiah-crawford;2001-11-01T00:00:00;Louisiana Tech;USA;Louisiana Tech/USA;06. Jun;220.0;0;24.0;Forward;Active;Y;1610612758;Kings;SAC;kings;Sacramento;isaiah_crawford;2024;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;isaiahcrawford;
203109;Jae;Crowder;Jae Crowder;Crowder, Jae;J. Crowder;jae-crowder;1990-07-06T00:00:00;Marquette;USA;Marquette/USA;06. Jun;235.0;12;99.0;Forward;Active;Y;1610612758;Kings;SAC;kings;Sacramento;jae_crowder;2012;2024;Y;Y;Y;2012;2;34;N;jaecrowder;2019760.0
1630595;Cade;Cunningham;Cade Cunningham;Cunningham, Cade;C. Cunningham;cade-cunningham;2001-09-25T00:00:00;Oklahoma State;USA;Oklahoma State/USA;06. Jun;220.0;3;2.0;Guard;Active;Y;1610612765;Pistons;DET;pistons;Detroit;cade_cunningham;2021;2024;N;Y;Y;2021;1;1;N;cadecunningham;11055240.0
203552;Seth;Curry;Seth Curry;Curry, Seth;S. Curry;seth-curry;1990-08-23T00:00:00;Duke;USA;Duke/USA;06. Jan;185.0;10;30.0;Guard;Active;Y;1610612766;Hornets;CHA;hornets;Charlotte;seth_curry;2013;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;sethcurry;4000000.0
201939;Stephen;Curry;Stephen Curry;Curry, Stephen;S. Curry;stephen-curry;1988-03-14T00:00:00;Davidson;USA;Davidson/USA;06. Feb;185.0;15;30.0;Guard;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;stephen_curry;2009;2024;N;Y;Y;2009;1;7;Y;stephencurry;51915615.0
1642359;Pacôme;Dadiet;Pacôme Dadiet;Dadiet, Pacôme;P. Dadiet;pacôme-dadiet;2005-07-27T00:00:00;Ratiopharm Ulm;France;Ratiopharm Ulm/France;06. Aug;210.0;0;4.0;Forward;Active;Y;1610612752;Knicks;NYK;knicks;New York;pacome_dadiet;2024;2024;Y;Y;Y;2024;1;25;N;pacômedadiet;
1630700;Dyson;Daniels;Dyson Daniels;Daniels, Dyson;D. Daniels;dyson-daniels;2003-03-17T00:00:00;NBA G League Ignite;Australia;NBA G League Ignite/Australia;06. Jul;199.0;2;5.0;Guard;Active;Y;1610612737;Hawks;ATL;hawks;Atlanta;dyson_daniels;2021;2024;Y;Y;Y;2022;1;8;N;dysondaniels;5784120.0
1642368;N'Faly;Dante;N'Faly Dante;Dante, N'Faly;N. Dante;nfaly-dante;2001-10-19T00:00:00;Oregon;Mali;Oregon/Mali;06. Nov;230.0;0;3.0;Center;Active;Y;1610612745;Rockets;HOU;rockets;Houston;nfaly_dante;2024;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;n'falydante;
203076;Anthony;Davis;Anthony Davis;Davis, Anthony;A. Davis;anthony-davis;1993-03-11T00:00:00;Kentucky;USA;Kentucky/USA;06. Okt;253.0;12;3.0;Forward-Center;Active;Y;1610612742;Mavericks;DAL;mavericks;Dallas;anthony_davis;2012;2024;N;Y;Y;2012;1;1;Y;anthonydavis;40600080.0
1631098;Johnny;Davis;Johnny Davis;Davis, Johnny;J. Davis;johnny-davis;2002-02-27T00:00:00;Wisconsin;USA;Wisconsin/USA;06. Apr;195.0;2;;Guard;Inactive;Y;0;;;;;johnny_davis;2022;2024;Y;Y;Y;2022;1;10;N;johnnydavis;5050800.0
1631120;JD;Davison;JD Davison;Davison, JD;J. Davison;jd-davison;2002-10-03T00:00:00;Alabama;USA;Alabama/USA;06. Jan;195.0;2;20.0;Guard;Active;Y;1610612738;Celtics;BOS;celtics;Boston;jd_davison;2022;2024;Y;Y;Y;2022;2;53;N;jddavison;
201942;DeMar;DeRozan;DeMar DeRozan;DeRozan, DeMar;D. DeRozan;demar-derozan;1989-08-07T00:00:00;Southern California;USA;Southern California/USA;06. Jun;220.0;15;10.0;Guard-Forward;Active;Y;1610612758;Kings;SAC;kings;Sacramento;demar_derozan;2009;2024;N;Y;Y;2009;1;9;N;demarderozan;28600000.0
1642484;RayJ;Dennis;RayJ Dennis;Dennis, RayJ;R. Dennis;rayj-dennis;2001-03-30T00:00:00;Baylor;USA;Baylor/USA;06. Feb;180.0;0;10.0;Guard;Active;Y;1610612754;Pacers;IND;pacers;Indiana;rayj_dennis;2024;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;rayjdennis;
1628978;Donte;DiVincenzo;Donte DiVincenzo;DiVincenzo, Donte;D. DiVincenzo;donte-divincenzo;1997-01-31T00:00:00;Villanova;USA;Villanova/USA;06. Apr;203.0;6;0.0;Guard;Active;Y;1610612750;Timberwolves;MIN;timberwolves;Minnesota;donte_divincenzo;2018;2024;Y;Y;Y;2018;1;17;N;dontedivincenzo;10960000.0
1631217;Moussa;Diabaté;Moussa Diabaté;Diabaté, Moussa;M. Diabaté;moussa-diabaté;2002-01-21T00:00:00;Michigan;France;Michigan/France;06. Sep;210.0;2;14.0;Forward;Active;Y;1610612766;Hornets;CHA;hornets;Charlotte;moussa_diabate;2022;2024;Y;Y;Y;2022;2;43;N;moussadiabaté;
1641711;Gradey;Dick;Gradey Dick;Dick, Gradey;G. Dick;gradey-dick;2003-11-20T00:00:00;Kansas;USA;Kansas/USA;06. Jun;200.0;1;1.0;Guard-Forward;Active;Y;1610612761;Raptors;TOR;raptors;Toronto;gradey_dick;2023;2024;Y;Y;Y;2023;1;13;N;gradeydick;4536720.0
1631172;Ousmane;Dieng;Ousmane Dieng;Dieng, Ousmane;O. Dieng;ousmane-dieng;2003-05-21T00:00:00;New Zealand Breakers;France;New Zealand Breakers/France;06. Sep;185.0;2;13.0;Forward;Active;Y;1610612760;Thunder;OKC;thunder;Oklahoma City;ousmane_dieng;2022;2024;Y;Y;Y;2022;1;11;N;ousmanedieng;4798440.0
1642265;Rob;Dillingham;Rob Dillingham;Dillingham, Rob;R. Dillingham;rob-dillingham;2005-01-04T00:00:00;Kentucky;USA;Kentucky/USA;06. Mrz;175.0;0;4.0;Guard;Active;Y;1610612750;Timberwolves;MIN;timberwolves;Minnesota;rob_dillingham;2024;2024;Y;Y;Y;2024;1;8;N;robdillingham;
203915;Spencer;Dinwiddie;Spencer Dinwiddie;Dinwiddie, Spencer;S. Dinwiddie;spencer-dinwiddie;1993-04-06T00:00:00;Colorado;USA;Colorado/USA;06. Mai;215.0;10;26.0;Guard;Active;Y;1610612742;Mavericks;DAL;mavericks;Dallas;spencer_dinwiddie;2014;2024;Y;Y;Y;2014;2;38;N;spencerdinwiddie;1554654.0
1629029;Luka;Dončić;Luka Dončić;Dončić, Luka;L. Dončić;luka-dončić;1999-02-28T00:00:00;Real Madrid;Slovenia;Real Madrid/Slovenia;06. Jun;230.0;6;77.0;Forward-Guard;Active;Y;1610612747;Lakers;LAL;lakers;Los Angeles;luka_don;2018;2024;N;Y;Y;2018;1;3;N;lukadončić;43031940.0
1629652;Luguentz;Dort;Luguentz Dort;Dort, Luguentz;L. Dort;luguentz-dort;1999-04-19T00:00:00;Arizona State;Canada;Arizona State/Canada;06. Apr;220.0;5;5.0;Guard;Active;Y;1610612760;Thunder;OKC;thunder;Oklahoma City;luguentz_dort;2019;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;luguentzdort;15277778.0
1630245;Ayo;Dosunmu;Ayo Dosunmu;Dosunmu, Ayo;A. Dosunmu;ayo-dosunmu;2000-01-17T00:00:00;Illinois;USA;Illinois/USA;06. Mai;200.0;3;11.0;Guard;Active;Y;1610612741;Bulls;CHI;bulls;Chicago;ayo_dosunmu;2021;2024;N;Y;Y;2021;2;38;N;ayodosunmu;6481481.0
1630288;Jeff;Dowtin Jr.;Jeff Dowtin Jr.;Dowtin Jr., Jeff;J. Dowtin Jr.;jeff-dowtin-jr;1997-05-10T00:00:00;Rhode Island;USA;Rhode Island/USA;06. Mrz;177.0;3;11.0;Guard;Active;Y;1610612755;76ers;PHI;sixers;Philadelphia;jeff_dowtin;2021;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;jeffdowtinjr.;
1628408;PJ;Dozier;PJ Dozier;Dozier, PJ;P. Dozier;pj-dozier;1996-10-25T00:00:00;South Carolina;USA;South Carolina/USA;06. Jun;205.0;6;;Guard-Forward;Inactive;Y;0;;;;;pj_dozier;2017;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;pjdozier;2413304.0
203083;Andre;Drummond;Andre Drummond;Drummond, Andre;A. Drummond;andre-drummond;1993-08-10T00:00:00;Connecticut;USA;Connecticut/USA;06. Nov;279.0;12;1.0;Center;Active;Y;1610612755;76ers;PHI;sixers;Philadelphia;andre_drummond;2012;2024;N;Y;Y;2012;1;9;N;andredrummond;3360000.0
1630537;Chris;Duarte;Chris Duarte;Duarte, Chris;C. Duarte;chris-duarte;1997-06-13T00:00:00;Oregon;Dominican Republic;Oregon/Dominican Republic;06. Mai;190.0;3;;Guard;Inactive;Y;0;;;;;chris_duarte;2021;2024;Y;Y;Y;2021;1;13;N;chrisduarte;4124400.0
1642505;Alex;Ducas;Alex Ducas;Ducas, Alex;A. Ducas;alex-ducas;2000-12-11T00:00:00;St.Mary's College of California;Australia;St.Mary's College of California/Australia;06. Jul;220.0;0;88.0;Guard;Active;Y;1610612760;Thunder;OKC;thunder;Oklahoma City;alex_ducas;2024;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;alexducas;
1630561;David;Duke Jr.;David Duke Jr.;Duke Jr., David;D. Duke Jr.;david-duke-jr;1999-10-13T00:00:00;Providence;USA;Providence/USA;06. Apr;204.0;3;7.0;Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;david_duke_jr;2021;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;daviddukejr.;
1627739;Kris;Dunn;Kris Dunn;Dunn, Kris;K. Dunn;kris-dunn;1994-03-18T00:00:00;Providence;USA;Providence/USA;06. Mrz;205.0;8;8.0;Guard;Active;Y;1610612746;Clippers;LAC;clippers;LA;kris_dunn;2016;2024;Y;Y;Y;2016;1;5;N;krisdunn;2586665.0
1642346;Ryan;Dunn;Ryan Dunn;Dunn, Ryan;R. Dunn;ryan-dunn;2003-01-07T00:00:00;Virginia;USA;Virginia/USA;06. Aug;216.0;0;0.0;Forward;Active;Y;1610612756;Suns;PHX;suns;Phoenix;ryan_dunn;2024;2024;N;Y;Y;2024;1;28;N;ryandunn;
201142;Kevin;Durant;Kevin Durant;Durant, Kevin;K. Durant;kevin-durant;1988-09-29T00:00:00;Texas;USA;Texas/USA;06. Nov;240.0;16;35.0;Forward;Active;Y;1610612756;Suns;PHX;suns;Phoenix;kevin_durant;2007;2024;N;Y;Y;2007;1;2;Y;kevindurant;47649433.0
1631105;Jalen;Duren;Jalen Duren;Duren, Jalen;J. Duren;jalen-duren;2003-11-18T00:00:00;Memphis;USA;Memphis/USA;06. Okt;250.0;2;0.0;Center;Active;Y;1610612765;Pistons;DET;pistons;Detroit;jalen_duren;2022;2024;N;Y;Y;2022;1;13;N;jalenduren;4330680.0
1631106;Tari;Eason;Tari Eason;Eason, Tari;T. Eason;tari-eason;2001-05-10T00:00:00;Louisiana State;USA;Louisiana State/USA;06. Aug;215.0;2;17.0;Forward;Active;Y;1610612745;Rockets;HOU;rockets;Houston;tari_eason;2022;2024;N;Y;Y;2022;1;17;N;tarieason;3527160.0
1641744;Zach;Edey;Zach Edey;Edey, Zach;Z. Edey;zach-edey;2002-05-14T00:00:00;Purdue;Canada;Purdue/Canada;07. Apr;305.0;0;14.0;Center;Active;Y;1610612763;Grizzlies;MEM;grizzlies;Memphis;zach_edey;2024;2024;N;Y;Y;2024;1;9;N;zachedey;
1630162;Anthony;Edwards;Anthony Edwards;Edwards, Anthony;A. Edwards;anthony-edwards;2001-08-05T00:00:00;Georgia;USA;Georgia/USA;06. Apr;225.0;4;5.0;Guard;Active;Y;1610612750;Timberwolves;MIN;timberwolves;Minnesota;anthony_edwards;2020;2024;N;Y;Y;2020;1;1;N;anthonyedwards;9219512.0
1642399;Jesse;Edwards;Jesse Edwards;Edwards, Jesse;J. Edwards;jesse-edwards;2000-03-18T00:00:00;West Virginia;Netherlands;West Virginia/Netherlands;7-0;236.0;0;14.0;Center;Active;Y;1610612750;Timberwolves;MIN;timberwolves;Minnesota;jesse_edwards;2024;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;jesseedwards;
1642348;Justin;Edwards;Justin Edwards;Edwards, Justin;J. Edwards;justin-edwards;2003-12-16T00:00:00;Kentucky;USA;Kentucky/USA;06. Jul;203.0;0;19.0;Forward;Active;Y;1610612755;76ers;PHI;sixers;Philadelphia;tmp_justin_edwards;2024;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;justinedwards;
1630556;Kessler;Edwards;Kessler Edwards;Edwards, Kessler;K. Edwards;kessler-edwards;2000-08-09T00:00:00;Pepperdine;USA;Pepperdine/USA;06. Jul;203.0;3;20.0;Forward;Active;Y;1610612742;Mavericks;DAL;mavericks;Dallas;kessler_edwards;2021;2024;Y;Y;Y;2021;2;44;N;kessleredwards;1927896.0
1631165;Keon;Ellis;Keon Ellis;Ellis, Keon;K. Ellis;keon-ellis;2000-01-08T00:00:00;Alabama;USA;Alabama/USA;06. Apr;175.0;2;23.0;Guard;Active;Y;1610612758;Kings;SAC;kings;Sacramento;keon_ellis;2022;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;keonellis;683430.0
203954;Joel;Embiid;Joel Embiid;Embiid, Joel;J. Embiid;joel-embiid;1994-03-16T00:00:00;Kansas;Cameroon;Kansas/Cameroon;7-0;280.0;8;21.0;Center-Forward;Active;Y;1610612755;76ers;PHI;sixers;Philadelphia;joel_embiid;2014;2024;N;Y;Y;2014;1;3;N;joelembiid;46900000.0
1630623;Tyson;Etienne;Tyson Etienne;Etienne, Tyson;T. Etienne;tyson-etienne;1999-09-17T00:00:00;Wichita State;USA;Wichita State/USA;06. Feb;200.0;0;10.0;Guard;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;tyson_etienne;2024;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;tysonetienne;
1629234;Drew;Eubanks;Drew Eubanks;Eubanks, Drew;D. Eubanks;drew-eubanks;1997-02-01T00:00:00;Oregon State;USA;Oregon State/USA;06. Okt;245.0;6;15.0;Forward-Center;Active;Y;1610612746;Clippers;LAC;clippers;LA;drew_eubanks;2018;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;dreweubanks;2346614.0
1641787;Tosan;Evbuomwan;Tosan Evbuomwan;Evbuomwan, Tosan;T. Evbuomwan;tosan-evbuomwan;2001-02-16T00:00:00;Princeton;United Kingdom;Princeton/United Kingdom;06. Jul;217.0;1;12.0;Forward;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;tosan_evbuomwan;2023;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;tosanevbuomwan;
203957;Danté;Exum;Danté Exum;Exum, Danté;D. Exum;danté-exum;1995-07-13T00:00:00;Australian Institute of Sport;Australia;Australian Institute of Sport/Australia;06. Mai;214.0;7;0.0;Guard;Active;Y;1610612742;Mavericks;DAL;mavericks;Dallas;dante_exum;2014;2024;N;Y;Y;2014;1;5;N;dantéexum;
1628981;Bruno;Fernando;Bruno Fernando;Fernando, Bruno;B. Fernando;bruno-fernando;1998-08-15T00:00:00;Maryland;Angola;Maryland/Angola;06. Sep;240.0;5;;Forward-Center;Inactive;Y;0;;;;;bruno_fernando;2019;2024;Y;Y;Y;2019;2;34;N;brunofernando;2581522.0
1642271;Kyle;Filipowski;Kyle Filipowski;Filipowski, Kyle;K. Filipowski;kyle-filipowski;2003-11-07T00:00:00;Duke;USA;Duke/USA;06. Nov;250.0;0;22.0;Center;Active;Y;1610612762;Jazz;UTA;jazz;Utah;kyle_filipowski;2024;2024;Y;Y;Y;2024;2;32;N;kylefilipowski;
1627827;Dorian;Finney-Smith;Dorian Finney-Smith;Finney-Smith, Dorian;D. Finney-Smith;dorian-finney-smith;1993-05-04T00:00:00;Florida;USA;Florida/USA;06. Jul;220.0;8;17.0;Forward;Active;Y;1610612747;Lakers;LAL;lakers;Los Angeles;dorian_finney-smith;2016;2024;N;Y;Y;Undrafted;Undrafted;Undrafted;N;dorianfinney-smith;13932008.0
